question_id,ref_id,reference_answer_text
Q233,R2,"Round-robin scheduling plays an essential role in cpu scheduling, helping the operating system to function efficiently."
Q233,R3,"In simple terms, round-robin scheduling refers to a mechanism or principle used in cpu scheduling to manage processes or resources."
Q234,R1,Priority scheduling runs the process with the highest priority next.
Q234,R2,"Priority scheduling plays an essential role in cpu scheduling, helping the operating system to function efficiently."
Q234,R3,"In simple terms, priority scheduling refers to a mechanism or principle used in cpu scheduling to manage processes or resources."
Q235,R1,Low-priority processes never get CPU due to constant high-priority process arrival.
Q235,R2,"Starvation plays an essential role in os basics, helping the operating system to function efficiently."
Q235,R3,"In simple terms, starvation refers to a mechanism or principle used in os basics to manage processes or resources."
Q236,R1,Aging gradually increases the priority of waiting processes to prevent starvation.
Q236,R2,"Aging in cpu scheduling plays an essential role in cpu scheduling, helping the operating system to function efficiently."
Q236,R3,"In simple terms, aging in cpu scheduling refers to a mechanism or principle used in cpu scheduling to manage processes or resources."
Q237,R1,"Processes are divided into queues based on priority or type, each with its own scheduling algorithm."
Q237,R2,"Multilevel queue scheduling plays an essential role in cpu scheduling, helping the operating system to function efficiently."
Q237,R3,"In simple terms, multilevel queue scheduling refers to a mechanism or principle used in cpu scheduling to manage processes or resources."
Q238,R1,"Processes can move between queues based on behavior, allowing flexibility and fairness."
Q238,R2,"Multilevel feedback queue scheduling plays an essential role in cpu scheduling, helping the operating system to function efficiently."
Q238,R3,"In simple terms, multilevel feedback queue scheduling refers to a mechanism or principle used in cpu scheduling to manage processes or resources."
Q239,R1,"A file system manages how data is stored, organized, and accessed on storage devices."
Q239,R2,"File system plays an essential role in file systems, helping the operating system to function efficiently."
Q239,R3,"In simple terms, file system refers to a mechanism or principle used in file systems to manage processes or resources."
Q240,R1,"Sequential access, direct (random) access, indexed access."
Q240,R2,"What are file access methods plays an essential role in file systems, helping the operating system to function efficiently."
Q240,R3,"In simple terms, what are file access methods refers to a mechanism or principle used in file systems to manage processes or resources."
Q241,R1,VFS is an abstraction layer that allows the OS to support multiple types of file systems in a uniform way.
Q241,R2,"Virtual file system (vfs) plays an essential role in file systems, helping the operating system to function efficiently."
Q241,R3,"In simple terms, virtual file system (vfs) refers to a mechanism or principle used in file systems to manage processes or resources."
Q242,R1,Fragmentation occurs when memory or disk space is used inefficiently. Types: internal and external fragmentation.
Q242,R2,"Fragmentation plays an essential role in memory management, helping the operating system to function efficiently."
Q242,R3,"In simple terms, fragmentation refers to a mechanism or principle used in memory management to manage processes or resources."
Q243,R1,Combining free memory spaces into larger contiguous blocks to reduce external fragmentation.
Q243,R2,"Compaction plays an essential role in os basics, helping the operating system to function efficiently."
Q243,R3,"In simple terms, compaction refers to a mechanism or principle used in os basics to manage processes or resources."
Q244,R1,Swapping moves processes between main memory and secondary storage to free memory for other processes.
Q244,R2,"Swapping plays an essential role in os basics, helping the operating system to function efficiently."
Q244,R3,"In simple terms, swapping refers to a mechanism or principle used in os basics to manage processes or resources."
Q245,R1,"Cache is small, fast memory storing frequently accessed data; virtual memory extends RAM using disk."
Q245,R2,"Difference  cache  virtual memory plays an essential role in memory management, helping the operating system to function efficiently."
Q245,R3,"In simple terms, difference  cache  virtual memory refers to a mechanism or principle used in memory management to manage processes or resources."
Q246,R1,Program that loads the OS into memory during startup.
Q246,R2,"Bootloader plays an essential role in os basics, helping the operating system to function efficiently."
Q246,R3,"In simple terms, bootloader refers to a mechanism or principle used in os basics to manage processes or resources."
Q247,R1,Interface for programs to request OS services.
Q247,R2,"System call plays an essential role in system calls, helping the operating system to function efficiently."
Q247,R3,"In simple terms, system call refers to a mechanism or principle used in system calls to manage processes or resources."
Q248,R1,"open(), read(), write(), fork(), exec(), wait(), exit()."
Q248,R2,"Examples of system calls plays an essential role in os basics, helping the operating system to function efficiently."
Q248,R3,"In simple terms, examples of system calls refers to a mechanism or principle used in os basics to manage processes or resources."
Q249,R1,User mode has restricted access; kernel mode has full hardware access.
Q249,R2,"Difference  user mode  kernel mode plays an essential role in os basics, helping the operating system to function efficiently."
Q249,R3,"In simple terms, difference  user mode  kernel mode refers to a mechanism or principle used in os basics to manage processes or resources."
Q250,R1,Creates a new process by duplicating the calling process.
Q250,R2,"Fork() plays an essential role in system calls, helping the operating system to function efficiently."
Q250,R3,"In simple terms, fork() refers to a mechanism or principle used in system calls to manage processes or resources."
Q251,R1,Replaces the current process image with a new program.
Q251,R2,"Exec() plays an essential role in system calls, helping the operating system to function efficiently."
Q251,R3,"In simple terms, exec() refers to a mechanism or principle used in system calls to manage processes or resources."
Q252,R1,A zombie process has completed execution but still has an entry in the process table to store exit status.
Q252,R2,"Zombie process plays an essential role in process management, helping the operating system to function efficiently."
Q252,R3,"In simple terms, zombie process refers to a mechanism or principle used in process management to manage processes or resources."
Q253,R1,"An orphan processs parent terminates before it, and it is adopted by the init process."
Q253,R2,"Orphprocess plays an essential role in process management, helping the operating system to function efficiently."
Q253,R3,"In simple terms, orphprocess refers to a mechanism or principle used in process management to manage processes or resources."
Q254,R1,"Init is the first process started by the kernel at boot, responsible for starting system services."
Q254,R2,"Init process plays an essential role in process management, helping the operating system to function efficiently."
Q254,R3,"In simple terms, init process refers to a mechanism or principle used in process management to manage processes or resources."
Q255,R1,I/O scheduling determines the order in which I/O operations are processed to improve efficiency.
Q255,R2,"I/o scheduling plays an essential role in cpu scheduling, helping the operating system to function efficiently."
Q255,R3,"In simple terms, i/o scheduling refers to a mechanism or principle used in cpu scheduling to manage processes or resources."
Q256,R1,"FCFS, SSTF (Shortest Seek Time First), SCAN, C-SCAN, LOOK, C-LOOK."
Q256,R2,"Name i/o scheduling algorithms plays an essential role in cpu scheduling, helping the operating system to function efficiently."
Q256,R3,"In simple terms, name i/o scheduling algorithms refers to a mechanism or principle used in cpu scheduling to manage processes or resources."
Q257,R1,Process waits for I/O operation completion.
Q257,R2,"Synchronous i/o plays an essential role in device management, helping the operating system to function efficiently."
Q257,R3,"In simple terms, synchronous i/o refers to a mechanism or principle used in device management to manage processes or resources."
Q258,R1,Process continues execution while I/O operation happens.
Q258,R2,"Asynchronous i/o plays an essential role in device management, helping the operating system to function efficiently."
Q258,R3,"In simple terms, asynchronous i/o refers to a mechanism or principle used in device management to manage processes or resources."
Q259,R1,"OS designed for predictable, time-critical task execution."
Q259,R2,"Real-time operating system (rtos) plays an essential role in os basics, helping the operating system to function efficiently."
Q259,R3,"In simple terms, real-time operating system (rtos) refers to a mechanism or principle used in os basics to manage processes or resources."
Q260,R1,Hard RTOS guarantees deadlines; soft RTOS is best-effort.
Q260,R2,"Difference  hard  soft rtos plays an essential role in os basics, helping the operating system to function efficiently."
Q260,R3,"In simple terms, difference  hard  soft rtos refers to a mechanism or principle used in os basics to manage processes or resources."
Q261,R1,Manages resources and processes across multiple machines as one system.
Q261,R2,"Distributed operating system plays an essential role in os basics, helping the operating system to function efficiently."
Q261,R3,"In simple terms, distributed operating system refers to a mechanism or principle used in os basics to manage processes or resources."
Q262,R1,Provides network services like file sharing and communication.
Q262,R2,"Network operating system (nos) plays an essential role in os basics, helping the operating system to function efficiently."
Q262,R3,"In simple terms, network operating system (nos) refers to a mechanism or principle used in os basics to manage processes or resources."
Q263,R1,"In a monolithic kernel, all OS services run in kernel mode, while in a microkernel, only essential services run in the kernel and the rest run in user space."
Q263,R2,"A monolithic kernel is large and fast, whereas a microkernel is small and slower due to more communication between user and kernel space."
Q263,R3,"A monolithic kernel is less secure because everything runs in kernel space; a microkernel is more secure due to modular design and isolation."
Q264,R1,Combines microkernel modularity with monolithic performance.
Q264,R2,"Hybrid kernel plays an essential role in os basics, helping the operating system to function efficiently."
Q264,R3,"In simple terms, hybrid kernel refers to a mechanism or principle used in os basics to manage processes or resources."
Q265,R1,Kernel component that can be loaded/unloaded dynamically.
Q265,R2,"Loadable kernel module (lkm) plays an essential role in os basics, helping the operating system to function efficiently."
Q265,R3,"In simple terms, loadable kernel module (lkm) refers to a mechanism or principle used in os basics to manage processes or resources."
Q266,R1,Background process running without direct user interaction.
Q266,R2,"Daemon process plays an essential role in process management, helping the operating system to function efficiently."
Q266,R3,"In simple terms, daemon process refers to a mechanism or principle used in process management to manage processes or resources."
Q267,R1,Bootstrapping is the process of loading the OS into memory from firmware.
Q267,R2,"Bootstrapping plays an essential role in os basics, helping the operating system to function efficiently."
Q267,R3,"In simple terms, bootstrapping refers to a mechanism or principle used in os basics to manage processes or resources."
Q268,R1,Memory management technique that caches frequently used objects.
Q268,R2,"Slab allocation plays an essential role in memory management, helping the operating system to function efficiently."
Q268,R3,"In simple terms, slab allocation refers to a mechanism or principle used in memory management to manage processes or resources."
Q269,R1,Lock where a process waits actively in a loop until resource is free.
Q269,R2,"Spinlock plays an essential role in os basics, helping the operating system to function efficiently."
Q270,R1,Files stored across multiple machines accessible transparently.
Q270,R2,"Distributed file system plays an essential role in file systems, helping the operating system to function efficiently."
Q270,R3,"In simple terms, distributed file system refers to a mechanism or principle used in file systems to manage processes or resources."
Q271,R1,Kernel panic occurs when the OS detects a fatal error from which it cannot safely recover.
Q271,R2,"Kernel panic plays an essential role in os basics, helping the operating system to function efficiently."
Q271,R3,"In simple terms, kernel panic refers to a mechanism or principle used in os basics to manage processes or resources."
Q272,R1,Maps device memory into process address space for direct access.
Q272,R2,"Memory-mapped i/o plays an essential role in memory management, helping the operating system to function efficiently."
Q272,R3,"In simple terms, memory-mapped i/o refers to a mechanism or principle used in memory management to manage processes or resources."
Q273,R1,Data structure mapping virtual addresses to physical addresses.
Q273,R2,"Page table plays an essential role in virtual memory, helping the operating system to function efficiently."
Q273,R3,"In simple terms, page table refers to a mechanism or principle used in virtual memory to manage processes or resources."
Q274,R1,Single page table mapping physical frames to virtual addresses to save memory.
Q274,R2,"Inverted page table plays an essential role in virtual memory, helping the operating system to function efficiently."
Q274,R3,"In simple terms, inverted page table refers to a mechanism or principle used in virtual memory to manage processes or resources."
Q275,R1,"Translation Lookaside Buffer, caches recent virtual-to-physical address mappings."
Q275,R2,"Tlb plays an essential role in virtual memory, helping the operating system to function efficiently."
Q275,R3,"In simple terms, tlb refers to a mechanism or principle used in virtual memory to manage processes or resources."
Q276,R1,Segmentation fault occurs when a process accesses memory it is not allowed to.
Q276,R2,"Segmentation fault plays an essential role in memory management, helping the operating system to function efficiently."
Q276,R3,"In simple terms, segmentation fault refers to a mechanism or principle used in memory management to manage processes or resources."
Q277,R1,Only the required segment of a program is loaded into memory when needed.
Q277,R2,"Dem segmentation plays an essential role in memory management, helping the operating system to function efficiently."
Q277,R3,"In simple terms, dem segmentation refers to a mechanism or principle used in memory management to manage processes or resources."
Q278,R1,Metadata in a file system that stores information about disk layout and free space.
Q278,R2,"Superblock plays an essential role in os basics, helping the operating system to function efficiently."
Q278,R3,"In simple terms, superblock refers to a mechanism or principle used in os basics to manage processes or resources."
Q279,R1,Logs updates before writing to disk to prevent corruption.
Q279,R2,"Journaling plays an essential role in os basics, helping the operating system to function efficiently."
Q279,R3,"In simple terms, journaling refers to a mechanism or principle used in os basics to manage processes or resources."
Q280,R1,"File Allocation Table, a simple file system format."
Q280,R2,"Fat plays an essential role in os basics, helping the operating system to function efficiently."
Q280,R3,"In simple terms, fat refers to a mechanism or principle used in os basics to manage processes or resources."
Q281,R1,"New Technology File System with security, journaling, and large file support."
Q281,R2,"Ntfs plays an essential role in os basics, helping the operating system to function efficiently."
Q281,R3,"In simple terms, ntfs refers to a mechanism or principle used in os basics to manage processes or resources."
Q282,R1,"Metadata structure storing file info like permissions, ownership, and pointers."
Q282,R2,"Inode plays an essential role in file systems, helping the operating system to function efficiently."
Q282,R3,"In simple terms, inode refers to a mechanism or principle used in file systems to manage processes or resources."
Q283,R1,RAID (Redundant Array of Independent/Inexpensive Disks) combines multiple disks for redundancy and performance.
Q283,R2,"Raid plays an essential role in os basics, helping the operating system to function efficiently."
Q283,R3,"In simple terms, raid refers to a mechanism or principle used in os basics to manage processes or resources."
Q284,R1,"RAID 0, 1, 5, 6, 10."
Q284,R2,"What are raid levels plays an essential role in os basics, helping the operating system to function efficiently."
Q284,R3,"In simple terms, what are raid levels refers to a mechanism or principle used in os basics to manage processes or resources."
Q285,R1,Direct Memory Access allows devices to read/write memory directly.
Q285,R2,"Dma plays an essential role in device management, helping the operating system to function efficiently."
Q285,R3,"In simple terms, dma refers to a mechanism or principle used in device management to manage processes or resources."
Q286,R1,Unidirectional communication channel between processes.
Q286,R2,"Pipe plays an essential role in os basics, helping the operating system to function efficiently."
Q286,R3,"In simple terms, pipe refers to a mechanism or principle used in os basics to manage processes or resources."
Q287,R1,Endpoint for bidirectional network communication.
Q287,R2,"Socket plays an essential role in os basics, helping the operating system to function efficiently."
Q287,R3,"In simple terms, socket refers to a mechanism or principle used in os basics to manage processes or resources."
Q288,R1,"Mechanisms for inter-process communication (shared memory, message passing)."
Q288,R2,"Ipc plays an essential role in os basics, helping the operating system to function efficiently."
Q288,R3,"In simple terms, ipc refers to a mechanism or principle used in os basics to manage processes or resources."
Q289,R1,Shared memory allows multiple processes to access the same memory region for faster communication.
Q289,R2,"Shared memory in ipc plays an essential role in memory management, helping the operating system to function efficiently."
Q289,R3,"In simple terms, shared memory in ipc refers to a mechanism or principle used in memory management to manage processes or resources."
Q290,R1,Message queue is an IPC mechanism where messages are stored in a queue for processes to read.
Q290,R2,"Message queue plays an essential role in os basics, helping the operating system to function efficiently."
Q290,R3,"In simple terms, message queue refers to a mechanism or principle used in os basics to manage processes or resources."
Q291,R1,Synchronization tool using counters to control access.
Q291,R2,"Semaphore in os plays an essential role in deadlocks, helping the operating system to function efficiently."
Q291,R3,"In simple terms, semaphore in os refers to a mechanism or principle used in deadlocks to manage processes or resources."
Q292,R1,Counting allows multiple accesses; binary allows single access.
Q292,R2,"Difference  counting  binary semaphore plays an essential role in deadlocks, helping the operating system to function efficiently."
Q292,R3,"In simple terms, difference  counting  binary semaphore refers to a mechanism or principle used in deadlocks to manage processes or resources."
Q293,R1,Mutual exclusion lock for one process/thread access at a time.
Q293,R2,"Mutex plays an essential role in deadlocks, helping the operating system to function efficiently."
Q293,R3,"In simple terms, mutex refers to a mechanism or principle used in deadlocks to manage processes or resources."
Q294,R1,Mutex has ownership; semaphore may allow multiple processes and no ownership.
Q294,R2,"Difference  mutex  semaphore plays an essential role in deadlocks, helping the operating system to function efficiently."
Q294,R3,"In simple terms, difference  mutex  semaphore refers to a mechanism or principle used in deadlocks to manage processes or resources."
Q295,R1,Deadlock occurs when processes are waiting indefinitely for resources held by each other.
Q295,R2,"Deadlock plays an essential role in deadlocks, helping the operating system to function efficiently."
Q295,R3,"In simple terms, deadlock refers to a mechanism or principle used in deadlocks to manage processes or resources."
Q296,R1,"Mutual exclusion, hold and wait, no preemption, circular wait."
Q296,R2,"Necessary conditions for deadlock plays an essential role in deadlocks, helping the operating system to function efficiently."
Q296,R3,"In simple terms, necessary conditions for deadlock refers to a mechanism or principle used in deadlocks to manage processes or resources."
Q297,R1,Ensuring at least one of the necessary conditions for deadlock cannot occur.
Q297,R2,"Deadlock prevention plays an essential role in deadlocks, helping the operating system to function efficiently."
Q297,R3,"In simple terms, deadlock prevention refers to a mechanism or principle used in deadlocks to manage processes or resources."
Q298,R1,"Dynamically checks resource allocation to avoid unsafe states (e.g., Banker's Algorithm)."
Q298,R2,"Deadlock avoidance plays an essential role in deadlocks, helping the operating system to function efficiently."
Q298,R3,"In simple terms, deadlock avoidance refers to a mechanism or principle used in deadlocks to manage processes or resources."
Q299,R1,OS periodically checks for deadlocks and recovers if necessary.
Q299,R2,"Deadlock detection plays an essential role in deadlocks, helping the operating system to function efficiently."
Q299,R3,"In simple terms, deadlock detection refers to a mechanism or principle used in deadlocks to manage processes or resources."
Q300,R1,Techniques include terminating processes or preempting resources to resolve deadlocks.
Q300,R2,"Deadlock recovery plays an essential role in deadlocks, helping the operating system to function efficiently."
Q300,R3,"In simple terms, deadlock recovery refers to a mechanism or principle used in deadlocks to manage processes or resources."
Q301,R1,Coordination of processes to ensure correct execution when accessing shared resources.
Q301,R2,"Process synchronization plays an essential role in process management, helping the operating system to function efficiently."
Q301,R3,"In simple terms, process synchronization refers to a mechanism or principle used in process management to manage processes or resources."
Q302,R1,A segment of code that accesses shared resources and must be executed exclusively.
Q302,R2,"Critical section plays an essential role in synchronization, helping the operating system to function efficiently."
Q302,R3,"In simple terms, critical section refers to a mechanism or principle used in synchronization to manage processes or resources."
Q303,R1,"Disabling interrupts, mutexes, semaphores, monitors."
Q303,R2,"What are methods to solve critical section problem plays an essential role in synchronization, helping the operating system to function efficiently."
Q303,R3,"In simple terms, what are methods to solve critical section problem refers to a mechanism or principle used in synchronization to manage processes or resources."
Q304,R1,No direct answer available for what is petersons solution?.
Q304,R2,"Petersons solution plays an essential role in os basics, helping the operating system to function efficiently."
Q304,R3,"In simple terms, petersons solution refers to a mechanism or principle used in os basics to manage processes or resources."
Q305,R1,"Spinlock is a lock where a process waits in a loop (""spins"") until it acquires the lock."
Q305,R2,"Spinlock plays an essential role in os basics, helping the operating system to function efficiently."
Q305,R3,"In simple terms, spinlock refers to a mechanism or principle used in os basics to manage processes or resources."
Q306,R1,A kernel thread is managed by the OS kernel and has full access to system resources.
Q306,R2,"Kernel thread plays an essential role in process management, helping the operating system to function efficiently."
Q306,R3,"In simple terms, kernel thread refers to a mechanism or principle used in process management to manage processes or resources."
Q307,R1,A user thread is managed in user space without kernel involvement for context switching.
Q307,R2,"User thread plays an essential role in process management, helping the operating system to function efficiently."
Q307,R3,"In simple terms, user thread refers to a mechanism or principle used in process management to manage processes or resources."
Q308,R1,"Faster execution, better CPU utilization, responsiveness, and resource sharing."
Q308,R2,"What are advantages of multithreading plays an essential role in os basics, helping the operating system to function efficiently."
Q308,R3,"In simple terms, what are advantages of multithreading refers to a mechanism or principle used in os basics to manage processes or resources."
Q309,R1,Switching the CPU from one thread to another within the same or different processes.
Q309,R2,"Thread context switch plays an essential role in process management, helping the operating system to function efficiently."
Q309,R3,"In simple terms, thread context switch refers to a mechanism or principle used in process management to manage processes or resources."
Q310,R1,"PCB stores process information, including state, program counter, CPU registers, memory limits, and I/O status."
Q310,R2,"Process control block (pcb) plays an essential role in process management, helping the operating system to function efficiently."
Q310,R3,"In simple terms, process control block (pcb) refers to a mechanism or principle used in process management to manage processes or resources."
Q311,R1,"New, Ready, Running, Waiting, Terminated."
Q311,R2,"What are process states plays an essential role in process management, helping the operating system to function efficiently."
Q311,R3,"In simple terms, what are process states refers to a mechanism or principle used in process management to manage processes or resources."
Q312,R1,Ready queue holds all processes in main memory that are ready to execute.
Q312,R2,"Ready queue plays an essential role in os basics, helping the operating system to function efficiently."
Q312,R3,"In simple terms, ready queue refers to a mechanism or principle used in os basics to manage processes or resources."
Q313,R1,Waiting queue holds processes waiting for I/O or other events.
Q313,R2,"Waiting queue plays an essential role in os basics, helping the operating system to function efficiently."
Q313,R3,"In simple terms, waiting queue refers to a mechanism or principle used in os basics to manage processes or resources."
Q314,R1,Method by which OS decides the order of process execution to optimize performance.
Q314,R2,"Cpu scheduling plays an essential role in cpu scheduling, helping the operating system to function efficiently."
Q314,R3,"In simple terms, cpu scheduling refers to a mechanism or principle used in cpu scheduling to manage processes or resources."
Q315,R1,"FCFS, SJF, Priority, Round Robin, Multilevel Queue, Multilevel Feedback Queue."
Q315,R2,"Name cpu scheduling algorithms plays an essential role in cpu scheduling, helping the operating system to function efficiently."
Q315,R3,"In simple terms, name cpu scheduling algorithms refers to a mechanism or principle used in cpu scheduling to manage processes or resources."
Q316,R1,First-Come-First-Serve schedules processes in arrival order.
Q316,R2,"Fcfs scheduling plays an essential role in cpu scheduling, helping the operating system to function efficiently."
Q316,R3,"In simple terms, fcfs scheduling refers to a mechanism or principle used in cpu scheduling to manage processes or resources."
Q317,R1,Shortest Job First schedules the process with the shortest execution time next.
Q317,R2,"Sjf scheduling plays an essential role in cpu scheduling, helping the operating system to function efficiently."
Q317,R3,"In simple terms, sjf scheduling refers to a mechanism or principle used in cpu scheduling to manage processes or resources."
Q318,R1,Preemptive scheduling allows a running process to be interrupted and replaced by a higher-priority process.
Q318,R2,"Preemptive scheduling plays an essential role in cpu scheduling, helping the operating system to function efficiently."
Q318,R3,"In simple terms, preemptive scheduling refers to a mechanism or principle used in cpu scheduling to manage processes or resources."
Q319,R1,Non-preemptive scheduling does not interrupt a running process until it finishes or voluntarily yields CPU.
Q319,R2,"Non-preemptive scheduling plays an essential role in cpu scheduling, helping the operating system to function efficiently."
Q319,R3,"In simple terms, non-preemptive scheduling refers to a mechanism or principle used in cpu scheduling to manage processes or resources."
Q320,R1,"Round-robin scheduling assigns fixed time slices to processes in cyclic order, ensuring fairness."
Q320,R2,"Round-robin scheduling plays an essential role in cpu scheduling, helping the operating system to function efficiently."
Q320,R3,"In simple terms, round-robin scheduling refers to a mechanism or principle used in cpu scheduling to manage processes or resources."
Q321,R1,Priority scheduling runs the process with the highest priority next.
Q321,R2,"Priority scheduling plays an essential role in cpu scheduling, helping the operating system to function efficiently."
Q321,R3,"In simple terms, priority scheduling refers to a mechanism or principle used in cpu scheduling to manage processes or resources."
Q322,R1,Low-priority processes never get CPU due to constant high-priority process arrival.
Q322,R2,"Starvation plays an essential role in os basics, helping the operating system to function efficiently."
Q322,R3,"In simple terms, starvation refers to a mechanism or principle used in os basics to manage processes or resources."
Q323,R1,Aging gradually increases the priority of waiting processes to prevent starvation.
Q323,R2,"Aging in cpu scheduling plays an essential role in cpu scheduling, helping the operating system to function efficiently."
Q323,R3,"In simple terms, aging in cpu scheduling refers to a mechanism or principle used in cpu scheduling to manage processes or resources."
Q324,R1,"Processes are divided into queues based on priority or type, each with its own scheduling algorithm."
Q324,R2,"Multilevel queue scheduling plays an essential role in cpu scheduling, helping the operating system to function efficiently."
Q324,R3,"In simple terms, multilevel queue scheduling refers to a mechanism or principle used in cpu scheduling to manage processes or resources."
Q325,R1,"Processes can move between queues based on behavior, allowing flexibility and fairness."
Q325,R2,"Multilevel feedback queue scheduling plays an essential role in cpu scheduling, helping the operating system to function efficiently."
Q325,R3,"In simple terms, multilevel feedback queue scheduling refers to a mechanism or principle used in cpu scheduling to manage processes or resources."
Q326,R1,"A file system manages how data is stored, organized, and accessed on storage devices."
Q326,R2,"File system plays an essential role in file systems, helping the operating system to function efficiently."
Q326,R3,"In simple terms, file system refers to a mechanism or principle used in file systems to manage processes or resources."
Q327,R1,"Sequential access, direct (random) access, indexed access."
Q327,R2,"What are file access methods plays an essential role in file systems, helping the operating system to function efficiently."
Q327,R3,"In simple terms, what are file access methods refers to a mechanism or principle used in file systems to manage processes or resources."
Q328,R1,VFS is an abstraction layer that allows the OS to support multiple types of file systems in a uniform way.
Q328,R2,"Virtual file system (vfs) plays an essential role in file systems, helping the operating system to function efficiently."
Q328,R3,"In simple terms, virtual file system (vfs) refers to a mechanism or principle used in file systems to manage processes or resources."
Q329,R1,Fragmentation occurs when memory or disk space is used inefficiently. Types: internal and external fragmentation.
Q329,R2,"Fragmentation plays an essential role in memory management, helping the operating system to function efficiently."
Q329,R3,"In simple terms, fragmentation refers to a mechanism or principle used in memory management to manage processes or resources."
Q330,R1,Combining free memory spaces into larger contiguous blocks to reduce external fragmentation.
Q330,R2,"Compaction plays an essential role in os basics, helping the operating system to function efficiently."
Q330,R3,"In simple terms, compaction refers to a mechanism or principle used in os basics to manage processes or resources."
Q331,R1,Swapping moves processes between main memory and secondary storage to free memory for other processes.
Q331,R2,"Swapping plays an essential role in os basics, helping the operating system to function efficiently."
Q331,R3,"In simple terms, swapping refers to a mechanism or principle used in os basics to manage processes or resources."
Q332,R1,"Cache is small, fast memory storing frequently accessed data; virtual memory extends RAM using disk."
Q332,R2,"Difference  cache  virtual memory plays an essential role in memory management, helping the operating system to function efficiently."
Q332,R3,"In simple terms, difference  cache  virtual memory refers to a mechanism or principle used in memory management to manage processes or resources."
Q333,R1,A bootloader is a program that loads the operating system into memory during system startup.
Q333,R2,"Bootloader plays an essential role in os basics, helping the operating system to function efficiently."
Q333,R3,"In simple terms, bootloader refers to a mechanism or principle used in os basics to manage processes or resources."
Q334,R1,A system call is an interface for programs to request services from the OS kernel.
Q334,R2,"System call plays an essential role in system calls, helping the operating system to function efficiently."
Q334,R3,"In simple terms, system call refers to a mechanism or principle used in system calls to manage processes or resources."
Q335,R1,"open(), read(), write(), fork(), exec(), wait(), exit()."
Q335,R2,"Examples of system calls plays an essential role in os basics, helping the operating system to function efficiently."
Q335,R3,"In simple terms, examples of system calls refers to a mechanism or principle used in os basics to manage processes or resources."
Q336,R1,User mode has restricted access; kernel mode has full hardware access.
Q336,R2,"Difference  user mode  kernel mode plays an essential role in os basics, helping the operating system to function efficiently."
Q336,R3,"In simple terms, difference  user mode  kernel mode refers to a mechanism or principle used in os basics to manage processes or resources."
Q337,R1,Creates a new process by duplicating the calling process.
Q337,R2,"Fork() plays an essential role in system calls, helping the operating system to function efficiently."
Q337,R3,"In simple terms, fork() refers to a mechanism or principle used in system calls to manage processes or resources."
Q338,R1,Replaces the current process image with a new program.
Q338,R2,"Exec() plays an essential role in system calls, helping the operating system to function efficiently."
Q338,R3,"In simple terms, exec() refers to a mechanism or principle used in system calls to manage processes or resources."
Q339,R1,Completed process that still occupies process table entry.
Q339,R2,"Zombie process plays an essential role in process management, helping the operating system to function efficiently."
Q339,R3,"In simple terms, zombie process refers to a mechanism or principle used in process management to manage processes or resources."
Q340,R1,Process whose parent has terminated; adopted by init process.
Q340,R2,"Orphprocess plays an essential role in process management, helping the operating system to function efficiently."
Q340,R3,"In simple terms, orphprocess refers to a mechanism or principle used in process management to manage processes or resources."
Q341,R1,"Init is the first process started by the kernel at boot, responsible for starting system services."
Q341,R2,"Init process plays an essential role in process management, helping the operating system to function efficiently."
Q341,R3,"In simple terms, init process refers to a mechanism or principle used in process management to manage processes or resources."
Q342,R1,I/O scheduling determines the order in which I/O operations are processed to improve efficiency.
Q342,R2,"I/o scheduling plays an essential role in cpu scheduling, helping the operating system to function efficiently."
Q342,R3,"In simple terms, i/o scheduling refers to a mechanism or principle used in cpu scheduling to manage processes or resources."
Q343,R1,"FCFS, SSTF (Shortest Seek Time First), SCAN, C-SCAN, LOOK, C-LOOK."
Q343,R2,"Name i/o scheduling algorithms plays an essential role in cpu scheduling, helping the operating system to function efficiently."
Q343,R3,"In simple terms, name i/o scheduling algorithms refers to a mechanism or principle used in cpu scheduling to manage processes or resources."
Q344,R1,Process waits for I/O operation completion.
Q344,R2,"Synchronous i/o plays an essential role in device management, helping the operating system to function efficiently."
Q344,R3,"In simple terms, synchronous i/o refers to a mechanism or principle used in device management to manage processes or resources."
Q345,R1,Process continues execution while I/O operation happens.
Q345,R2,"Asynchronous i/o plays an essential role in device management, helping the operating system to function efficiently."
Q345,R3,"In simple terms, asynchronous i/o refers to a mechanism or principle used in device management to manage processes or resources."
Q346,R1,"OS designed for predictable, time-critical operations."
Q346,R2,"Real-time os (rtos) plays an essential role in os basics, helping the operating system to function efficiently."
Q346,R3,"In simple terms, real-time os (rtos) refers to a mechanism or principle used in os basics to manage processes or resources."
Q347,R1,Hard RTOS guarantees deadlines; soft RTOS is best-effort.
Q347,R2,"Difference  hard  soft rtos plays an essential role in os basics, helping the operating system to function efficiently."
Q347,R3,"In simple terms, difference  hard  soft rtos refers to a mechanism or principle used in os basics to manage processes or resources."
Q348,R1,Manages resources across multiple networked computers as a single system.
Q348,R2,"Distributed os plays an essential role in os basics, helping the operating system to function efficiently."
Q348,R3,"In simple terms, distributed os refers to a mechanism or principle used in os basics to manage processes or resources."
Q349,R1,Provides network services like file sharing and communication.
Q349,R2,"Network os (nos) plays an essential role in os basics, helping the operating system to function efficiently."
Q349,R3,"In simple terms, network os (nos) refers to a mechanism or principle used in os basics to manage processes or resources."
